id,Comercial_Name,Social_reason,Activity,Size,Colony,Postal_Code,State,City,Phone,EMAIL,Web_Page,Max_People
94,GRUPO INMOBILIARIO MONTERREY,DESARROLLOS PLANEADOS MMV SA DE CV,Inmobiliarias y corredores de bienes raíces,51 a 100 personas,RESIDENCIAL SAN AGUSTIN,66220,Nuevo León,San Pedro Garza García,,CACOSTA@GRUPOGIM.COM.MX,WWW.GRYPOGIM.COM.MX,100
95,ICON EVENTOS,BANQUETES EN RASCACIELOS SA DE CV,Alquiler sin intermediación de salones para fiestas y convenciones,51 a 100 personas,SANTA MARIA,64560,Nuevo León,Monterrey,8115560260,ADMISNISTRACION@GGROUP.MX,WWW.ICONEVENTOS.MX,100
96,IDEALEASE DE MEXICO S A DE C V,IDEALEASE DE MEXICO SA DE CV,"Alquiler de autobuses, minibuses y remolques sin chofer",51 a 100 personas,VALLE DEL CAMPESTRE,66265,Nuevo León,San Pedro Garza García,,HECTORMORENO@IDEALICDE.COM,WWW.IDEAICE.COM.MX,100
97,INMOBILIARIA MAXIMA CONSTRUCCIONES,INMOBILIARIA MAXIMA CONSTRUCCIONES SA DE CV,Otros servicios relacionados con los servicios inmobiliarios,251 y más personas,CENTRO,64000,Nuevo León,Monterrey,,AEARAIZA@INMAXIMA.COM,,251
98,INMOBILIARIA VALLE DE COLORINES SA DE CV,INMOBILIARIA VALLE DE COLORINES SA DE CV,Inmobiliarias y corredores de bienes raíces,101 a 250 personas,VALLE ORIENTE,66220,Nuevo León,San Pedro Garza García,,SERGIOESPARZA@GMCAPITAL.COM.MX,,250
99,INMOBILIRIA,,Inmobiliarias y corredores de bienes raíces,101 a 250 personas,VIA CORDILLERA,66196,Nuevo León,Santa Catarina,,CMEDELLIN@DELTTA.MX,,250
100,KE DESARROLLADORA,KE DESARROLLADORA SA DE CV,Inmobiliarias y corredores de bienes raíces,251 y más personas,SAN JERONIMO,,Nuevo León,Monterrey,,GARCHUNDIA@KECO.COM.MX,,251
101,LA CANTERA EVENTOS,SERVICIO GLOBAL CATERING SA DE CV,Alquiler sin intermediación de salones para fiestas y convenciones,51 a 100 personas,LOS CRISTALES,64985,Nuevo León,Monterrey,8112177801,CARLO.LOPPEZ@LACANTERAEVENTOS.COM,,100
102,LA SALLE PARTNERS,LA SALLE PARTNERS S DE RL DE CV,Servicios de administración de bienes raíces,51 a 100 personas,DEL VALLE,66220,Nuevo León,San Pedro Garza García,,RICARDO.RODRIGUEZ@AM.JLL.COM,WWW.JLL.COM,100
103,METROPOLITAN CENTER,METROPOLITAN CENTER SA DE CV,Inmobiliarias y corredores de bienes raíces,51 a 100 personas,SAN PEDRO GARZA GARCIA,66269,Nuevo León,San Pedro Garza García,,DIRECCION@METROPOLITANCENTER.MX,WWW.MWTROPOLITANCENTER.MX,100
104,MUNDO INMOBILIARIO SA,MUNDO INMOBILIARIO SA DE CV,Inmobiliarias y corredores de bienes raíces,101 a 250 personas,LOS TREVI O,66150,Nuevo León,Santa Catarina,,VGUERERRO@IXCO.COM.MX,,250
105,PALESTINO LIBANÉS,CLUB MÉXICO PALESTINO LIBANES AC,Alquiler sin intermediación de salones para fiestas y convenciones,51 a 100 personas,CARRIZALEJO,66254,Nuevo León,San Pedro Garza García,,GERENCIA@PALESTINOLIBANES.COM.MX,WWW.PALESTINOLIBANES.COM.MX,100
106,PARQUE FUNDIDORA,,"Alquiler sin intermediación de teatros, estadios, auditorios y similares",251 y más personas,OBRERA,64010,Nuevo León,Monterrey,,CONTACTO@PARQUEFUNDIDORA.ORG,WWW.PARQUEFUNDIDORA.ORG,251
107,RIGGING SERVICES DE MEXICO,RIGGING SERVICES DE MEXICO SA DE CV,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materiales",101 a 250 personas,RIGGINGSERVICE,66610,Nuevo León,Monterrey,,KTREVINO@RIGGINIGSERVICES.COM.MX,,250
108,SEGAMAC,SEGAMAC SA DE CV,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materiales",51 a 100 personas,INDUSTRIAL SANTA CATARINA,66350,Nuevo León,Santa Catarina,,RENE.CANTU.ALVA@SEGAMAC.COM,WWW.SEGAMAC.COM,100
109,SERVICIOS ADMINISTRATIVOS VILLAS INMOBILIARIAS,SERVICIOS ADMINISTRATIVOS VILLAS INMOBILIARIAS SA DE CV,Otros servicios relacionados con los servicios inmobiliarios,51 a 100 personas,RINCON SANTA MARIA,64650,Nuevo León,Monterrey,,JAVIER.HERNANDEZ@GOCASA.COM,,100
110,SMART PALLETS DE MEXICO,SMART PALLETS DE MEXICO SA DE CV,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales",51 a 100 personas,CENTRO APODACA,66615,Nuevo León,Apodaca,,MVIGNAU@GRUPOMACE.COM.MX,WWW.SMARTPALLETS.COM.MX,100
111,TECSIR,TECNOLOGIA EN SISTEMAS DE REFRIGERACION SA DE CV,Alquiler de maquinaria y equipo comercial y de servicios,51 a 100 personas,KRONOS KM 14.5,66600,Nuevo León,Apodaca,,MFERNANDEZ@TECSIR.COM,,100
112,TORRE IOS CAMPESTRE,IOS OFFICES SUR SA DE CV,Alquiler sin intermediación de oficinas y locales comerciales,51 a 100 personas,SANTA ENGRACIA,66267,Nuevo León,San Pedro Garza García,,BRENDA.ALARCON@IOSOFFICES.COM,WWW.IOSOFFICES.COM,100
113,TRAZZO PROMOTORA DE DESARROLLOS INMOBILIARIOS,TRAZZO PROMOTORA DE DESARROLLOS INMOBILIARIOS SA DE CV,Inmobiliarias y corredores de bienes raíces,101 a 250 personas,CENTRIKA SEGUNDO SECTOR,64520,Nuevo León,Monterrey,,ISABEL.SOSA@IDEI.COM.MX,,250
114,TROYA EVENTOS Y PRODUCCIONES,TROYA EVENTOS Y PRODUCCIONES SA DE CV,Alquiler de maquinaria y equipo comercial y de servicios,51 a 100 personas,TERMINAL,64580,Nuevo León,Monterrey,8113723797,NARAYADIRA@TROYAEVENTOS.COM,WWW.TROYAEVENTOS.COM,100
115,TU CASA MAS,BIENES Y RAICES JR SA DE CV,Otros servicios relacionados con los servicios inmobiliarios,101 a 250 personas,CIUDAD GUADALUPE CENTRO,64000,Nuevo León,Monterrey,,GSALAZAR@TUCASAMAS.COM,,250
116,URBANIZACIONES DELTA SA DE CV,URBANIZACIONES DELTA SA DE CV,Inmobiliarias y corredores de bienes raíces,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,,LFERNADEZ@KALOS.COM.MX,,100
117,URBANIZADORA Y EDIFICACIONES DRONEZ,URBANIZADORA Y EDIFICACIONES DRONEZ SA DE CV,Alquiler sin intermediación de oficinas y locales comerciales,101 a 250 personas,ZONA CENTRO,64000,Nuevo León,Monterrey,,AUXCONTA@KALOS.COM.MX,,250
118,VIVIENDA Y DESARROLLO URBANO,INMOBILIARIA VIDUSA SA DE CV,Inmobiliarias y corredores de bienes raíces,251 y más personas,LC INFRAESTRUCTURA,,Nuevo León,Monterrey,,ANAHGALLEGOS@VIDUSA.COM,,251
119,WILLIAMSOSTIMAN MEXICO,WILLIAMS SCOSTIAMAN MEXICO SA DE CV,Inmobiliarias y corredores de bienes raíces,51 a 100 personas,VALLE ORIENTE,66220,Nuevo León,San Pedro Garza García,8188630960,DAVID.LOPEZ@WILLSCOD.COM,WWW.OFICINASMOVILES.COM,100
120,WS SERVICIOS DE MEXICO,WS SERVICIOS DE MEXICO S DE RL DE CV,Alquiler sin intermediación de oficinas y locales comerciales,101 a 250 personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,MAYELA.JUANGORENA@WILLSCOT.COM,WWW.WSWILLSCOT.COM,250
121,ABASTECEDORA DE ACEROS Y MAQUILAS,ABASTECEDORA DE ACEROS Y MAQUILAS SA DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,101 a 250 personas,LOS LERMA,67188,Nuevo León,Guadalupe,8115118664,MGUERRA@AAMSA.COM,WWW.AAMSA.COM,250
122,ABASTECEDORA DE MERCERIAS,ABASTECEDORA DE MERCERIAS SA DE CV,Comercio al por mayor de otros productos textiles,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,8181753360,VENTAS@ADEMERSA.COM,WWW.ABASTECEDORADEMERCERIAS.COM,100
123,ABASTECEDORA DE PERFILES Y TUBOS,ABASTECEDORA DE PERFILES Y TUBOS S DE RL DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,51 a 100 personas,COLONIA TOPO CHICO,64260,Nuevo León,Monterrey,,VENTAS@APTSA.COM.MX,WWW.APTSA.COM.MX,100
124,ABASTECEDORA DE SOLDADURA Y HERRAJES,ABASTECEDORA DE SOLDADURA Y HERRAJES SA DE CV,Comercio al por mayor de otras materias primas para otras industrias,51 a 100 personas,CERRO AZUL,67196,Nuevo León,Monterrey,,ADMONVENTAS@ASHMON.COM,WWW.ASHMEX.COM,100
125,ABC METALES SIDERURGICOS,ABC METALES SIDERURGICOS SA DE CV,Comercio al por mayor de desechos metálicos,101 a 250 personas,CENTRAL DE CARGA,67120,Nuevo León,Guadalupe,,JOSELUISL@HERLO.MX,,250
126,ACEROMEX,ACEROMEX SA DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,51 a 100 personas,LINDAVISTA,67130,Nuevo León,Guadalupe,8115004495,JCSAENZ@ACEROMEX.COM,WWW.ACEROMEX.COM.MX,100
127,"ACEROS CHULAVISTA, S.A. DE C.V.",ACEROS CHULA VISTA SA DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,101 a 250 personas,CHULAVISTA,67180,Nuevo León,Guadalupe,,CONTAFLORESELIZONDO@GMAIL.COM,,250
128,ACEROS LEVINSON,ACEROS LEVINSON SA DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,51 a 100 personas,GARZA NIETO,64420,Nuevo León,Monterrey,,MATRIZ@LEVISON.COM,WWW.ACEROSLEVINSON.COM,100
129,ACEROS Y ACANALADOS MONTERREY,ACEROS Y ACANALADOS MONTERREY SA DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,51 a 100 personas,CAMPESTRE CTM,66634,Nuevo León,Apodaca,,RH@AYAMSA.COM.MX,WWW.AYAMSA.COM.MX,100
130,ACEROS Y MAQUILAS LEON,,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,51 a 100 personas,TERMINAL,64580,Nuevo León,Monterrey,8183751979,MAYRA_ACEROS@HOTMAIL.COM,WWW.ACEROSLEON.COM.MX,100
131,ADISES,ADISES SA DE CV,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía",51 a 100 personas,BELLA  VISTA,64410,Nuevo León,Monterrey,8121810173,ANA.MORALES@ADISES.COM.MX,WWW.ADISES.COM,100
132,ADOSA,ABASTECEDORA DE OFICINAS SA DE CV,Comercio al por mayor de artículos de papelería,101 a 250 personas,CENTRO,64000,Nuevo León,Monterrey,,SANCHEZ@ADOSA.COM.MX,WWW.ADOSA.COM.MX,250
133,AERSA,ABASTECEDORA DE EMPACADORAS Y RASTROS SA DE CV,Comercio al por mayor de otras materias primas para otras industrias,51 a 100 personas,BERNARDO REYES,64280,Nuevo León,Monterrey,8121744926,CONTRALOR@AERSA.NET,WWW.AERSA.NET,100
134,AGYDSA,ACEITES GRASAS Y DERIVADOS SA DE CV,Comercio al por mayor de otros alimentos,51 a 100 personas,DIAZ ORDAZ,66480,Nuevo León,San Nicolás de los Garza,,CONTABILIDADAGYD@HOTMAIL.COM,AGYDSA.NET,100
135,AISLACON,AISLAMIENTOS CONSTRUCTIVOS SA DE CV,Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales,101 a 250 personas,APODACA,66620,Nuevo León,Apodaca,,DSALINAS@GRUPOAISLACON.COM.MX,WWW.GRUPOAISLACON.COM.MX,250
136,ALEXAR INTERNACIONAL,ALEXAR INTERNACIONAL SA DE CV,"Comercio al por mayor de envases en general, papel y cartón para la industria",51 a 100 personas,STIVA,66062,Nuevo León,San Nicolás de los Garza,,EVASQUEZ@ALEXAR.COM.MX,WWW.ALEXAR.COM.MX,100
137,ALIMENTOS CALIDAD OPTIMA,ALIMENTOS CALIDAD OPTIMA SA DE CV,Comercio al por mayor de carne de aves,51 a 100 personas,CHAPULTEPEC,66400,Nuevo León,San Nicolás de los Garza,,GILBERTO.SALAS@ALCO.MX,ELMASPOLLO.COM.MX,100
138,ALIMENTOS SELLO ROJO,ALIMENTOS SELLO ROJO SA DE CV,Comercio al por mayor de leche y otros productos lácteos,51 a 100 personas,APODACA,66633,Nuevo León,Apodaca,,SVILLASENOR@SELLOROJO.COM.MX,WWW.SELLOROJO.COM.MX,100
139,ALMACEN DE DROGAS,ALMACEN DE DROGAS SA DE CV,Comercio al por mayor de productos farmacéuticos,251 y más personas,CENTRO,64000,Nuevo León,Monterrey,8117468198,KNUNEZM@ALMACENDEDROGAS.COM,,251
140,ALMIK,ALMIK SA DE CV,"Comercio al por mayor de envases en general, papel y cartón para la industria",51 a 100 personas,LOS LERMAS,67190,Nuevo León,Guadalupe,,AFS@ALMIK.COM.MX,WWW.ALMIK.COM.MX,100
141,ALVEG,ALVEG DISTRIBUCION QUIMICA SA DE CV,Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial,51 a 100 personas,SANTA CATARINA,66350,Nuevo León,San Pedro Garza García,,DZAMUDIO@ALVEG.COM.MX,WWW.ALVEG.COM.MX,100
142,AMWAY DE MEXICO,AMWAY DE MEXICO S DE RL DE CV,"Intermediación de comercio al por mayor para productos de uso doméstico y personal, excepto a través de Internet y de otros medios electrónicos",51 a 100 personas,SANTA MARIA,64650,Nuevo León,Monterrey,8183198000,CASA@AMWAY.COM,WWW.AMWAY.COM,100
143,ANALITEK SA DE CV,ANALITEK SA DE CV,"Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio",51 a 100 personas,LA ESTANZUELA VIEJA,64984,Nuevo León,Monterrey,,ANALITEK@ANALITEK.COM,WWW.ANALITEK.COM,100
144,ARTEXA DE MEXICO,ARTEXA MEXICO SA DE CV,"Comercio al por mayor de cemento, tabique y grava",51 a 100 personas,LA ESTANZUELA VIEJA,64984,Nuevo León,Monterrey,,MEGARZA@ARTEXA.COM,WWW.ARTEXAMEXICO.COM,100
145,ARZYZ CAPITAL HUMANO,ARZYZ CAPITAL HUMANO SA DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,251 y más personas,RIO PESQUERIA,66052,Nuevo León,Apodaca,,PATRICIA.HERNANDEZ@ARZYZ.COM,,251
146,ATLAS COPCO,ATLAS COPCO MEXICANA SA DE CV,Comercio al por mayor de maquinaria y equipo para la construcción y la minería,51 a 100 personas,VENUSTIANO CARRANZA,64560,Nuevo León,Monterrey,,GABRIEL.VILCHIS@ATLASCOPCO.COM,WWW.ATLASCOPOCO.COM.MX,100
147,AVANCE INTELIGENTE,AVANCE INTELIGENTE SA DE CV,Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales,101 a 250 personas,NUVO REPUEBLO,64700,Nuevo León,Monterrey,,CLAUDIA.GUERRERO@AVANS.COM,WWW.AVANS.COM,250
148,BARCEL SAN NICOLAS,BARCEL SA DE CV,Comercio al por mayor de botanas y frituras,51 a 100 personas,VILLA REAL,66427,Nuevo León,San Nicolás de los Garza,,DAVID.HERNANDEZCRUZ@GRUPOBIMBO.COM,WWW.BARCEL.COM.MX,100
149,BASCULAS REVUELTA,BASCULAS REVUELTA SA DE CV,Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales,101 a 250 personas,PUERTA DEL SOL,66358,Nuevo León,Santa Catarina,,AGUZMAN@REVUELTA.COM.MX,WWW.REVUELTA.COM.MX,250
150,BEBIDAS MUNDIALES SUC. 3324 MONTERREY,BEBIDAS MUNDIALES S DE RL DE CV,Comercio al por mayor de bebidas no alcohólicas y hielo,101 a 250 personas,REGINA,64520,Nuevo León,Monterrey,,LUIS.RAMIREZN@ARCACONTAL.COM,,250
151,BEXEL CORPORATIVO,BEXEL INTERNACIONAL SA DE CV,"Comercio al por mayor de cemento, tabique y grava",251 y más personas,ZONA CENTRO,64000,Nuevo León,Monterrey,,CASTANEDA.CLAUDIO@MX.SIKA.XCOM,WWW.SIKA.COM/BEXEL,251
152,BOMBAS GRUNDFOS DE MÉXICO,BOMBAS GRUNDFOS DE MEXICO SA DE CV,Comercio al por mayor de otra maquinaria y equipo de uso general,51 a 100 personas,STIVA AEROPUERTO,66600,Nuevo León,Apodaca,,NLOPEZ@GRUNDFOS.COM,,100
153,BRITISH AMERICAN TOBACCO SUC MX16,BRITISH AMERICAN TOBACCO COMERCIAL SA DE CV,"Comercio al por mayor de cigarros, puros y tabaco",251 y más personas,CENTRO,64410,Nuevo León,Monterrey,,VALERIA_ZERTUCHE@BAT.COM,,251
154,BUNZL DE MEXICO,BUNZL DE MEXICO S DE RL DE CV,"Comercio al por mayor de envases en general, papel y cartón para la industria",51 a 100 personas,PROLOGIS PARK,66627,Nuevo León,Apodaca,8112693122,JORGE.ROCHA@BUNZL.COM,,100
155,BYP,BROCHAS Y PRODUCTOS S DE RL DE CV,Comercio al por mayor de pintura,51 a 100 personas,KALOS,66370,Nuevo León,Santa Catarina,,DIANA@BYP.COM.MX,WWW.BYP.COM.MX,100
156,CADECO APODACA,CADECO SA DE CV,Comercio al por mayor de maquinaria y equipo para la industria manufacturera,101 a 250 personas,MULTIPARK,66478,Nuevo León,Apodaca,,VENTASNET@CADECO.COM.MX,WWW.CADECO.COM.MX,250
157,CAPSA SUCURSAL MONTERREY,CAFE DEL PACIFICO SAPI DE CV,Comercio al por mayor de otros alimentos,251 y más personas,COLINAS DE SAN GERONIMO,64630,Nuevo León,Monterrey,,LEONARDO.CHAVEZ@CAFFENIO.COM,,251
158,CARNES FINAS SAN JUAN,CARNES FINAS SAN JUAN LA FE SA DE CV,Comercio al por mayor de carnes rojas,51 a 100 personas,RESIDENCIAL SANTA FE,67117,Nuevo León,Guadalupe,,SANJUANLAFE@CARNESSANJUAN.COM,,100
159,CARRIER,CARRIER ENTERPRISE MEXICO S DE RL DE CV,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,101 a 250 personas,DEL VALLE,66220,Nuevo León,San Pedro Garza García,,BRENDA.RODRIGUEZ@CARRIERENTERPRISE.COM,WWW.CARRIER.COM.MX,250
160,CASA GARZA DE MONTERREY,CASA GARZA DE MONTERREY SA DE CV,Comercio al por mayor de abarrotes,51 a 100 personas,JUANA DE ARCO,64510,Nuevo León,Monterrey,,VENTAS@CASAGARZA.COM.MX,WWW.CASAGARZA.COM.MX,100
161,CASTEL MONTERREY,CASTEL MONTERREY SA DE CV,"Comercio al por mayor de otros materiales para la construcción, excepto de madera y metálicos",101 a 250 personas,LA PUERTA,66367,Nuevo León,Monterrey,,RECEPCION@CASTELMONTERREY.COM,WWW.CASTEL.COM.MX,250
162,CASTLE,CASTLE METALS DE MEXICO SA DE CV,Comercio al por mayor de materiales metálicos para la construcción y la manufactura,51 a 100 personas,CENTRO,66350,Nuevo León,Santa Catarina,,CRODRIGUEZ@AMCASTLE.COM,,100
163,CEDIS CEDIFE,BEBIDAS PURIFICADAS S DE RL DE CV,Comercio al por mayor de bebidas no alcohólicas y hielo,51 a 100 personas,VALLE SOLEADO,66477,Nuevo León,Guadalupe,,OLGA.IBARRA@GEPP.COM,WWW.GEPP.COM.MX,100
164,CEGON ZZ,CEGON ZZ S DE RL DE CV,Comercio al por mayor de abarrotes,51 a 100 personas,LA VICTORIA,67110,Nuevo León,Guadalupe,,VENTAS@CEGONZZ.COM,WWW.CEGONZZ.COM,100
165,CENTRO COMERCIAL ROMA,CENTRO COMERCIAL ROMA SA DE CV,Comercio al por mayor de carnes rojas,51 a 100 personas,ROMA,64700,Nuevo León,Monterrey,8183580054,CONTABILIDAD@SUPERROMA.MX,,100
166,CHAPA INDUSTRIAS,CHAPA INDUSTRIAS SA DE CV,Comercio al por mayor de otras materias primas para otras industrias,101 a 250 personas,MISION DEL VALLE,67118,Nuevo León,Guadalupe,,OCHAPA@CHAPAINDUSTRIAS.COM.MX,WWW.CAHAPAINDUSTRIAS.COM.MX,250
167,CLIMA PROYECTOS,CLIMAPROYECTOS SA DE CV,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,51 a 100 personas,TOPO CHICO,64260,Nuevo León,Monterrey,,NOMINAS@CLIMAPROYECTOS.COM.MX,WWW.CLIMAPROYECTOS.COM.MX,100
168,COMERCIAL ENCANTO,COMERCIAL ENCANTO SA DE CV,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,51 a 100 personas,ALMACENTRO,66640,Nuevo León,Apodaca,,RODOLFO.RIVERA@ENCANTO.COM.MX,WWW.ENCANTO.COM.MX,100
169,COMERCIAL GARZA REYNA,COMERCIAL GARZA REYNA SA DE CV,Comercio al por mayor de artículos de papelería,51 a 100 personas,INDUSTRIAL LOS PARQUES,66448,Nuevo León,Monterrey,,ROMEO.BALDERAS@GARZAREYNA.COM,,100
170,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO SA DE CV,Comercio al por mayor de abarrotes,101 a 250 personas,VALLE DEL NOGALAR,66480,Nuevo León,San Nicolás de los Garza,,EQUINTANILLA@COMERCIALTREVINO.COM,,250
171,COMERCIALIZADORA DE METALES SAN FRANCISCO,COMERCIALIZADORA DE METALES SAN FRANCISCO SA DE CV,Comercio al por mayor de desechos metálicos,51 a 100 personas,RINCONADA COLONIAL,66606,Nuevo León,Apodaca,,CONTABILIDAD@COMSANFRANCISCO.COM,,100
172,COMERCIALIZADORA DE PESCADOS Y MARISCOS EL CHARAL,COMERCIALIZADORA DE PESCADOS Y MARISCOS EL CHARAL SA DE CV,Comercio al por mayor de pescados y mariscos,51 a 100 personas,VIDRIERA,67100,Nuevo León,Monterrey,,CONTABILIDAD6@CHARAL.COM.MX,WWW.CHARAL.COM.MX,100
173,COMERCIALIZADORA DE REACTIVOS PARA LABORATORIOS Y MATERIALES PARA HOSPITALES,COMERCIALIZADORA DE REACTIVOS PARA LABORATORIOS Y MATERIALES PARA HOSPITALES SA DE CV,"Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio",51 a 100 personas,CIUDAD SATELITE,64960,Nuevo León,Monterrey,,LOMEDA@ERLMH.COM,WWW.COMERCIALIZADORADEREACTIVOS.COM,100
174,COMERCIALIZADORA DE RODAMIENTOS Y AUTOPARTES,COMERCIALIZADORA DE RODAMIENTOS Y AUTOPARTES SA DE CV,Comercio al por mayor de otra maquinaria y equipo de uso general,51 a 100 personas,NIÑO  ARTILLERO,64280,Nuevo León,Monterrey,,DIRECT@CORAPSA.COM.MX,WWW.CORAPSA.COM.MX,100
175,COMERCIALIZADORA JM,MAYOREO DE ABARROTES JM SA DE CV,Comercio al por mayor de abarrotes,101 a 250 personas,BARRIO AZTLAN,64102,Nuevo León,Monterrey,,IALVAREZ@COMERCIALIZADORAJM.COM,WWW.COMERCIALIZADORAJM.COM,250
176,COMERCIALIZADORA MACHE SA DE CV,COMERCIALIZADORA MACHE SA DE CV,Comercio al por mayor de carnes rojas,101 a 250 personas,CNOP,64245,Nuevo León,Monterrey,,CONTABILIDAD2@ALIMENTOSSANMATEO.COM,WWW.ALIMENTOSSANMATEO.COM,250
177,COMERCIALIZADORA MARCA,COMERCIALIZADORA MARCA SA DE CV,Comercio al por mayor de abarrotes,51 a 100 personas,STIVA AEROPUERTO,66600,Nuevo León,Apodaca,,antonio_cardenas66@hotmail.com,,100
178,COMERCIALIZADORA VICTORY,COMERCIALIZADORA VICTORY S DE RL DE CV,"Comercio al por mayor de envases en general, papel y cartón para la industria",51 a 100 personas,ARBOLEDAS DE SANTA CRUZ,67196,Nuevo León,Guadalupe,,ACALVILLO@VICTORYPACKAGING.COM,WWW.VICTORYPACKAGING.COM,100
179,"COMERCIALIZADORA Y ALEACIONES DEL NORESTE, S.A. DE C.V.",COMERCIALIZADORA Y ALEACIONES DEL NORESTE SA DE CV,Comercio al por mayor de desechos metálicos,51 a 100 personas,INDUSTRIAL EL MILAGRO,66634,Nuevo León,Apodaca,,ALONSO2303@HOTMAIL.COM,,100
180,COMERCIO AL POR MAYOR DE FRUTAS Y VERDURAS FRESCAS SIN NOMBRE,AGUACATES ECHARTEA HERMANOS SA DE CV,Comercio al por mayor de frutas y verduras frescas,51 a 100 personas,MERCADO DE ABASTOS ESTRELLA,66480,Nuevo León,San Nicolás de los Garza,,GERARDO.GONZALEZ@AGUACATESECHARTEA.COM,WWW.AGUACATESECHARTEA.COM,100
181,COMERCIO AL POR MAYOR DE OTRA MAQUINARIA Y EQUIPO DE USO GENERAL,,Comercio al por mayor de otra maquinaria y equipo de uso general,51 a 100 personas,TERMINAL,64580,Nuevo León,Monterrey,8121525525,CLOZANO@CASAHECTORPALACIOS.COM.MX,WWW.CASAHECTORPALACIOS.COM.MX,100
182,COMPAÑIA GENERAL DE VIVERES,COMPAÑIA GENERAL DE VIVERES SA DE CV,"Comercio al por mayor de semillas y granos alimenticios, especias y chiles secos",101 a 250 personas,NOGALAR,66480,Nuevo León,San Nicolás de los Garza,,EDELGADO@CIGEVISA.COM.MX,,250
183,COMPONENTES Y EQUIPOS CABA,COMPONENTES Y EQUIPOS CABA SA DE CV,Comercio al por mayor de maquinaria y equipo para la industria manufacturera,51 a 100 personas,NUEVO ALMAGUER,67186,Nuevo León,Guadalupe,,CONTABILIDAD@CABA.COM.MX,WWW.CABA.COM.MX,100
184,CONCASSE,MAS CONFIANZA SA DE CV,Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales,51 a 100 personas,PARQUE INDUSTRIAL LA SILLA,67196,Nuevo León,Guadalupe,8186543695,MASCONFIANZA5@YAHOO.COM,WWW.CONCASSE.COM,100
185,CONCORD PACKAGING DE MEXICO,CONCORD PACKAGING DE MEXICO SA DE CV,"Comercio al por mayor de envases en general, papel y cartón para la industria",101 a 250 personas,FUTURO NOGALAR,66484,Nuevo León,San Nicolás de los Garza,8117856216,VENTAS-TEC2@CONCORDSUPPLY.COM,WWW.CONCORDSUPPLY.COM,250
186,CONDUMEX,CONDUMEX SA DE CV,Comercio al por mayor de equipo y material eléctrico,101 a 250 personas,SAN JERONIMO,64640,Nuevo León,Monterrey,,CMENDOZA@CONDUMEX.COM.MX,WWW.CONDUMEX.COM,250
187,CONSORCIO VALSI,CONSORCIO VALSI SA DE CV,Comercio al por mayor de otra maquinaria y equipo de uso general,51 a 100 personas,FIERRO,64590,Nuevo León,Monterrey,,CONTABILIDAD@EVANSPOWER.COM.MX,WWW.EVANSPOWER.COM.MX,100
188,COOKINGDEPOT,EQUIPOS PARA MERCADOS SA DE CV,Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales,101 a 250 personas,CENTRO,64000,Nuevo León,Monterrey,8115555951,KARLA.BERMUDEZ@ALPUNTO.COM,WWW.COOKINGDEPOT.COM,250
189,COPIADORAS Y TECNOLOGIA LASER,COPIADORAS Y TECNOLOGIA LASER SA DE CV,"Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo",51 a 100 personas,URDIALES,64430,Nuevo León,Monterrey,8116363807,AKURI@CTL.COM.MX,WWW.CTL.COM.MX,100
190,CORESA,COMERCIAL RECICLADORA SA DE CV,Comercio al por mayor de desechos de papel y de cartón,51 a 100 personas,ARBOLEDAS DE SAN JORGE,66465,Nuevo León,San Nicolás de los Garza,,FABIAN.VILLARREAL@COPAMEX.COM,,100
191,CORNE,CORPORACION OPERADORA DE REPRESENTACIONES Y NEGOCIOS SA DE CV,Comercio al por mayor de productos farmacéuticos,51 a 100 personas,COLONIA  DEL VALLE,66220,Nuevo León,San Pedro Garza García,,ELFEGO.HERNANDEZ@LABORATORIOSCORNE.COM,WWW.CORNE.COM,100
